life_expectancy,infant_deaths,hiv_aids,gdp_capita,schooling,percentage_expenditure,alcohol
59.2,23,6.3,127.47462,10.3,10.82259524,Consumed
58,25,6.8,111.227396,10.4,10.66670728,Consumed
56.6,26,8.8,955.648466,9.8,92.60233636,Consumed
54.9,28,13.3,839.927936,10.1,63.75053034,Consumed
52.4,29,15.7,713.63562,10,53.30858081,Consumed
50,30,18.1,65.824121,9.9,1.040021112,Consumed
48.2,30,20.5,325.678573,9.7,20.84342867,Consumed
46.6,29,23.7,396.9982166,9.6,29.81456607,Consumed
45.4,28,26.8,414.796232,9.5,34.26216876,Consumed
44.6,28,30.3,444.76575,9.3,8.7174087,Consumed
44.3,27,33.6,454.366654,9.2,0,Consumed
44.5,26,36.7,453.3511552,9.5,0,Consumed
44.8,25,39.8,57.34834,10,0,Consumed
45.3,25,42.1,548.587312,9.8,0,Consumed
46,24,43.5,547.3588785,9.8,0,Consumed
